case_title,case_number,section,entity_text,entity_label
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,personnel status,Status
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,file id rec iv03/570/01,File ID
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,recommendation 2,Recommendation
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,office legal affairs,Department
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,ola,Acronym
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,staff member,Person
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,cease desist letter,Document
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,separate organization,Organization
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,obligation,Legal Term
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,official un information,Information
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,regulation 1.2(i,Regulation
Report of Investigation ID CASE NO. 0570/03,0570/03,recommendations,staff regulations,Regulation
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,introduction,investigations division office internal oversight services,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,introduction,economic commission africa,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,introduction,"us$ 12,000",Monetary
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,introduction,daily subsistence allowance,Financial Term
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,introduction,seychelles,Location
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,introduction,2001,Date
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,introduction,eca,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,introduction,id oios,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,inter office memorandum,Document
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,19 january 2000,Date
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,"us$ 49,000",Amount
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,dsa,Acronym
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,1999 seychelles conference,Event
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,oios,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,barclays bank plc,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,independence square,Location
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,8 march 2000,Date
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,undp office mauritius,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,port louis seychelles,Location
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,french franc,Currency
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,18 february 2000,Date
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,17 february 1999,Date
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,"us$ 5,000",Amount
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,"us$ 3,500",Amount
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,"us$ 22,000",Amount
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,"us$ 3,327",Amount
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,"us$ 3,300",Amount
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,"us$ 12,173",Amount
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,"us$ 10,120.00",Amount
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,"us$ 2,053.00",Amount
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,27 june 2000,Date
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,march 3 2000,Date
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,april 28 2003,Date
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,official 2,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,official 4,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,official 5,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,official 6,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,official 7,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,participant 1,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,participant 2,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,participant 3,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,director b,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,manager teller,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,id oios investigator,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,id oios,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,undp hq,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,official 3,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,investigation_details,acgd officer,Person
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,applicable_laws_and_procedural_rules,staff regulation 1.2 g,Regulation
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,applicable_laws_and_procedural_rules,financial rule 104.9,Regulation
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,applicable_laws_and_procedural_rules,sgb/2003/7,Document
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,applicable_laws_and_procedural_rules,secretary general,Position
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,applicable_laws_and_procedural_rules,financial rule 104.10,Regulation
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,applicable_laws_and_procedural_rules,sgb/2003/7 b,Document
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,methodology,Seychelles,Location
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,methodology,ECA,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,methodology,DSA,Other
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,background_information,African Centre for Women,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,background_information,African Centre for Gender Development,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,background_information,UNDP,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,background_information,Seychelles,Location
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,background_information,ECA,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,background_information,"February 15-18, 1999",Date
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,conclusions,eca,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,conclusions,acgd,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,conclusions,us$,Currency
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,conclusions,second bank,Organization
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,recommendations,acgd officer,PERSON
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,recommendations,financial rule 104.9,REGULATION
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,recommendations,financial rule 104.10,REGULATION
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,recommendations,eca management,ORGANIZATION
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,recommendations,cash disbursement practice,PRACTICE
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,recommendations,id rec iv01/202/01,REFERENCE
Report into the Allegation that an Economic Commission of Africa (ECA) Staff Member Misappropriated Money Intended as Daily Subsistence Allowance (DSA) for Some Participants Attending a Conference in Seychelles,ID CASE NO. 0202/01,recommendations,id rec iv01/202/02,REFERENCE
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,introduction,investigations division office,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,introduction,internal oversight services,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,introduction,id oios,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,introduction,balkans task force,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,introduction,post conflict assessment unit,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,introduction,united nations environment programme,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,introduction,unep,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,introduction,unep staff members,Person
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,introduction,unep pcau consultant,Person
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,introduction,country,Location
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,investigation_details,UNEP,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,investigation_details,PCAU,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,investigation_details,BTF,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,investigation_details,OIOS,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,methodology,OIOS,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,methodology,UNOPS,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,methodology,United Nations,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,background_information,unep,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,background_information,staff member,Role
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,background_information,shareholder,Role
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,background_information,senior officer,Role
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,background_information,company,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,background_information,sub contractor,Role
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,background_information,btf,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,background_information,consultancy contract,Contract
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,background_information,contractual relationship,Relationship
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,background_information,conflict interest,Concept
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,conclusions,unep,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,conclusions,unops,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,conclusions,united nations,Organization
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,others,mr. francis montil,PERSON
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,others,deputy director,TITLE
Allegations of misconduct occurring in the Post-Conflict Assessment Unit (PCAU) of the United Nations Environmental Programme (UNEP),ID Case No. 0374103,others,oios,ORGANIZATION
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,introduction,28 February 2003,DATE
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,introduction,Pristina International Airport,ORG
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,introduction,Chartered Accountants,ORG
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,introduction,Pristina Airport,ORG
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,introduction,landing fee,MISC
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,introduction,commercial flight,MISC
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,introduction,airline,MISC
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,Pristina Airport,LOCATION
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,January 2001,DATE
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,December 2001,DATE
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,21,NUMBER
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,"€ 7,341,163",MONEY
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,"€ 7,376,182",MONEY
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,"dm 14,357,949",MONEY
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,dm 2190,MONEY
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,dm 2888,MONEY
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,25 dm,MONEY
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,"€ 4,799,395",MONEY
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,"€ 4,919,190",MONEY
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,1 February 2001,DATE
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,IATA,ORGANIZATION
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,Airline 1,ORGANIZATION
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,Airline 2,ORGANIZATION
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,Airline 3,ORGANIZATION
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,Airline 4,ORGANIZATION
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,Airline 5,ORGANIZATION
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,investigation_details,Airline 6,ORGANIZATION
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,applicable_laws_and_procedural_rules,UNMIK,Organization
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,applicable_laws_and_procedural_rules,1999/24,Regulation
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,applicable_laws_and_procedural_rules,12 December 1999,Date
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,applicable_laws_and_procedural_rules,Kosovo,Location
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,applicable_laws_and_procedural_rules,Secretary General,Title
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,applicable_laws_and_procedural_rules,SRSG,Title
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,applicable_laws_and_procedural_rules,22 March 1989,Date
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,applicable_laws_and_procedural_rules,United Nations,Organization
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,methodology,2003/16,Date
Allegations of theft and corruption arising out of the collection of handling and landing fees and de-icing costs for passenger aircraft using Pristina Airport.,0283/04,methodology,Pristina Airport Administration,Organization
